		Data				
NH	Hillsborough	14829080.68	-24741536.8	345873	42.874351799649	-71.5335883402289
NH	Merrimack	5175451.77	-8568832.75	119704	43.2354120998463	-71.5835122468756
NH	Rockingham	11500509.21	-19044787.06	267886	42.9306093263553	-71.0928792844718
NH	Strafford	4291524.16	-7039360.2	99208	43.2578437222804	-70.9555701153133
NH	Sullivan	1521854.53	-2535365.83	35090	43.3700350527216	-72.2532296950698
NJ	Atlantic	9144272	-17291558.81	231892	39.4333224087075	-74.5672934383248
NJ	Bergen	31754654.02	-57475718.31	776128	40.9141971685083	-74.0544321426363
NJ	Burlington	15159744.59	-28378836.94	379212	39.9769643102012	-74.8363367720431
NJ	Camden	17272950.64	-32514079.98	433403	39.8542479862853	-75.0204312845089
NJ	Cape May	3224734.1	-6171961.23	82515	39.080580500515	-74.7980516269769
NJ	Cumberland	4730859.46	-9008986.3	119998	39.4244859080985	-75.076137102285
NJ	Essex	24706918.39	-44980083.6	606093	40.7642364950593	-74.2131712459969
NJ	Gloucester	9150037.23	-17295530.67	230217	39.7452717653344	-75.1270786692555
NJ	Hudson	19666131.1	-35754676.46	482814	40.7323132717775	-74.0547632421595
NJ	Hunterdon	4769695.12	-8805860.13	117565	40.570706587845	-74.9020552885638
NJ	Mercer	12103852.35	-22466698.19	300682	40.2546622345202	-74.7191324721799
NJ	Middlesex	26976326.77	-49575573.35	666487	40.4753982748351	-74.3834063530121
NJ	Monmouth	22451964.32	-41323212.63	557308	40.2864561786301	-74.1478906278037
NJ	Morris	17526070.73	-31952875.34	428973	40.8558830742261	-74.4869148874172
NJ	Ocean	18877526.26	-35068803.39	472540	39.9490545985525	-74.2134070978118
NJ	Passaic	16712748.64	-30300699.15	408422	40.9202947931306	-74.1896840767637
NJ	Salem	2062642.35	-3923056.74	52039	39.636471684698	-75.3868587021272
NJ	Somerset	10940489.33	-20117362.31	269774	40.5542762831111	-74.5711681259128
NJ	Sussex	5336997.67	-9696343.72	129907	41.0832185332584	-74.6406561617157
NJ	Union	18829840.59	-34407907.32	463159	40.6552406193122	-74.2896226134006
NJ	Warren	3777148.36	-6944774.28	92593	40.7930227986997	-75.0032322097783
NM	Bernalillo	17646402.55	-53585115.78	502613	35.1093237739573	-106.61307164757
NM	Catron	73035.29	-233988.8	2155	33.8910858468677	-108.579489559165
NM	Chaves	1576839.25	-4944576.96	47317	33.325004755162	-104.498953019
NM	Cibola	596802.15	-1831437.36	17003	35.0998147385755	-107.712601305652
NM	Colfax	358163.01	-1020264.41	9753	36.7233681944017	-104.610315800267
NM	Curry	1259031.25	-3776241.48	36590	34.409162339437	-103.204194588685
NM	De Baca	52359.93	-158325.37	1519	34.47	-104.23
NM	DoÃƒÂ±a Ana	188526.13	-622998.32	5835	32.3095338474722	-106.769206512425
NM	Dona Ana	4871969.38	-16127103.02	151128	32.2373708379652	-106.711549282727
NM	Eddy	1331761.76	-4268392.36	40928	32.5391360437842	-104.290274628616
NM	Grant	710393.22	-2345619.53	21674	32.7762858724739	-108.222733690136
NM	Guadalupe	100935.02	-302213.59	2885	34.9861421143847	-104.753410745234
NM	Hidalgo	113228.6	-381629.56	3510	32.2588603988604	-108.72637037037
NM	Lea	1577819.39	-4972043.51	48175	32.7518295796575	-103.207960768033
NM	Lincoln	505219.33	-1597852.07	15124	33.4051395133563	-105.650097196509
NM	Los Alamos	603346.79	-1786673.08	16811	35.89	-106.28
NM	Luna	634162.06	-2120839.74	19685	32.2154970789942	-107.738874269749
NM	McKinley	2044943.79	-6261730.94	57618	35.4914052900135	-108.676645145614
NM	Mora	60258.33	-176432.45	1675	35.9751223880597	-105.332805970149
NM	Otero	1348428.12	-4339334.71	40959	32.9214121438512	-105.943375326546
NM	Quay	217267.64	-640101.56	6174	35.1907418205377	-103.676961451247
NM	Rio Arriba	1020461.22	-2996887.4	28236	36.1404313642159	-106.137108655617
NM	Roosevelt	445536.3	-1347036.9	13035	34.18	-103.34
NM	San Juan	3798964.88	-11181185.38	103361	36.7543355811186	-108.176056539701
NM	San Miguel	638172.13	-1888752.04	17937	35.578532084518	-105.299216145398
NM	Sandoval	3637338.06	-10981059.73	102964	35.3263088069617	-106.649505943825
NM	Santa Fe	4164822.66	-12397272.99	116967	35.6068178204109	-105.989492677422
NM	Sierra	252424.16	-817802.45	7625	33.1048078688525	-107.252780327869
NM	Socorro	453551.89	-1420932.86	13289	34.1298735796523	-106.925491760102
NM	Taos	874538.28	-2537232.98	24024	36.4026923076923	-105.612428404928
NM	Torrance	338112.69	-1028844.62	9699	34.8605722239406	-106.077391483658
NM	Union	88974.45	-251837.97	2441	36.45	-103.17
NM	Valencia	1863587.92	-5721688.99	53606	34.764539790322	-106.735980860351
NV	Carson City	1773036.36	-5421785.5	45279	39.158028225005	-119.741723536297
NV	Churchill	782865.14	-2345414.5	19821	39.4967529388023	-118.329776499672
NV	Clark	54050573.69	-172226209.69	1495821	36.1343861932678	-115.138248286392
NV	Douglas	1656481.51	-5097055.24	42568	38.9137734918248	-119.739128923135
NV	Elko	1562000.17	-4416878.22	38222	40.8665211134949	-115.558532258909
NV	Eureka	40576.58	-118397.61	1019	39.82	-116.19
NV	Humboldt	543571.36	-1560847.89	13229	41.089376370096	-117.986838763323
NV	Lander	171511.86	-495973.14	4238	40.47	-117.03
NV	Lincoln	116288.95	-354715.82	3095	37.5731663974152	-114.609311793215
NV	Lyon	1527670.75	-4625725.32	38797	39.3760020104647	-119.228943475011
NV	Mineral	135726.49	-416792.4	3508	38.6905615735462	-118.811972633979
NV	Nye	1209676.05	-3845530.49	33098	36.5483125868632	-116.186189195722
NV	Pershing	107654.4	-315594	2670	40.32	-118.2
NV	Storey	39339.3	-119749.63	1001	39.3	-119.63
NV	Washoe	13289216.32	-40261981.79	336166	39.5317085011572	-119.768155583848
NV	White Pine	246631.18	-719580.86	6261	39.3916594793164	-114.930659639035
NY	Albany	9445002.82	-16339113.86	221390	42.6622829396088	-73.8024023668639
NY	Allegany	1358742.14	-2511403.41	32187	42.2140037903502	-78.0253956566316
NY	Bronx	39467857.68	-71388115.74	966402	40.84	-73.87
NY	Broome	6614377.61	-11928468.92	157087	42.1064608147078	-75.9354301756351
NY	Cattaraugus	2555806.1	-4757851	60529	42.2244890878752	-78.6044871053544
NY	Cayuga	2521715.23	-4497247.09	58739	42.9308505422292	-76.5632218798413
NY	Chautauqua	4218104.13	-7920944.16	99870	42.2359480324422	-79.312547912286
NY	Chemung	2832866.69	-5167196.93	67281	42.1050027496619	-76.8002397407886
NY	Chenango	1647244.58	-2929893.2	38787	42.4689865161008	-75.5380204707763
NY	Clinton	2703999.2	-4445095.43	60450	44.7311695616212	-73.5334231596361
NY	Columbia	1937078.91	-3375875.22	45817	42.278606412467	-73.6817168299976
NY	Cortland	1469862.28	-2627503.99	34511	42.5911239894526	-76.1352609312973
NY	Delaware	1284510.89	-2280908.17	30423	42.2217036452684	-74.9731509055649
NY	Dutchess	9841563.75	-17436853.45	236131	41.6784062660134	-73.8439825774676
NY	Erie	31101984.47	-57183558.11	725604	42.8635791285605	-78.8082178571232
NY	Essex	1207032.11	-2011993.48	27326	44.1715622484081	-73.6292717558369
NY	Franklin	1614820.9	-2687273.18	36151	44.6687754142347	-74.3346845177174
NY	Fulton	1988293.41	-3434488.03	46179	43.0562249074255	-74.3733738279305
NY	Genesee	2097715.54	-3813868.64	48796	42.9894979096647	-78.1594524141323
NY	Greene	1418873.32	-2480676.77	33545	42.2976097779103	-73.950716053063
NY	Hamilton	120999.39	-205801	2769	43.6978656554713	-74.3232213795594
NY	Herkimer	1906984.7	-3321932.27	44289	43.0577502314344	-75.0058088915984
NY	Jefferson	3867443.64	-6669513.8	87874	44.0112392744156	-75.8986025445524
NY	Kings	71002265.92	-129180795.82	1747103	40.64	-73.94
NY	Lewis	788521.45	-1359325.52	18015	43.7702719955593	-75.4552051068554
NY	Livingston	1977849.23	-3596289.69	46248	42.7661570230064	-77.7609775557862
NY	Madison	2640901.53	-4657290.94	61453	42.9743304639318	-75.7862258962134
NY	Monroe	25656998.64	-46138654.47	594565	43.1525546239688	-77.6006903702707
NY	Montgomery	1757468.7	-3041716.22	40934	42.9342038403283	-74.3078179508477
NY	Nassau	47888457.37	-86571878.89	1176316	40.7105381292102	-73.5957675403548
NY	New York	49688456.4	-90297117.38	1220436	40.7136928114215	-73.9875891730496
NY	Niagara	7603289.07	-13900235.01	176286	43.1304191484293	-78.8504759878833
NY	Oneida	7743650.52	-13525318.8	179471	43.1470851558191	-75.3621409587064
NY	Onondaga	15653725.79	-27692162.46	363567	43.05595884665	-76.1679758063851
NY	Ontario	3810510.62	-6865181.18	88855	42.8845942265489	-77.2627446964155
NY	Orange	11972429.53	-21464959.74	289141	41.4068898219208	-74.2369976585818
NY	Orleans	1377591.45	-2491297.46	31855	43.2456898446084	-78.2074230105164
NY	Oswego	4038709.92	-7104354.77	93100	43.3803428571429	-76.3088589688507
NY	Otsego	1856640.96	-3274225.46	43632	42.5522772277228	-75.0418376420975
NY	Putnam	3522784.09	-6274654.87	85113	41.3894950242619	-73.7214628787612
NY	Queens	68760592.27	-124676036.34	1688652	40.7192199873035	-73.8316931730161
NY	Rensselaer	5387084.91	-9291739.09	126193	42.6892530489013	-73.6311767689175
NY	Richmond	14715850.04	-26885981.32	362638	40.58	-74.14
NY	Rockland	10177403.69	-18317480.21	247498	41.1211552820629	-74.0106191161141
NY	Saratoga	8296276.95	-14231853.86	192920	43.0037163072776	-73.7707539912917
NY	Schenectady	6054593.44	-10459121.14	141467	42.7986275244403	-73.9332928527501
NY	Schoharie	1011555.25	-1765137.55	23718	42.649264271861	-74.4218547095033
NY	Schuyler	611856.91	-1110370.82	14445	42.3576953963309	-76.8688695050191
NY	Seneca	1042259.06	-1868954.4	24330	42.8384323879984	-76.8168680641184
NY	St Lawrence	3415398.87	-5748966.81	76496	44.6480714024263	-75.1538225528132
NY	Steuben	3217825.76	-5886763.91	76140	42.2619616495929	-77.3149975045968
NY	Suffolk	51431632.41	-92117736.1099999	1260039	40.8174924823755	-73.1070515357064
NY	Sullivan	2187659.38	-3919603.84	52481	41.6847883996113	-74.6861500352509
NY	Tioga	1774252.19	-3216156.14	42121	42.1227461361316	-76.3551705799957
NY	Tompkins	2848934.29	-5131510.36	67094	42.4618339940978	-76.4824031955167
NY	Ulster	6146551.18	-10887191.85	146966	41.8229466679368	-74.0796636637045
NY	Warren	2407886.1	-4089596.62	55491	43.3923717359572	-73.6983766736948
NY	Washington	1833692.36	-3112279.32	42377	43.2709337612384	-73.4426533260967
NY	Wayne	3460041.89	-6186510.32	80216	43.134061658522	-77.123146504438
NY	Westchester	32465327.44	-58373263.6	791048	41.0409070498882	-73.7923155105632
NY	Wyoming	1332251.35	-2440061.14	31197	42.7044699810879	-78.2146084559413
NY	Yates	817178.42	-1477128.92	19167	42.6346543538373	-77.0662555433819
OH	Adams	871172.27	-1872788.83	22422	38.8534595486576	-83.5246110962448
OH	Allen	3624853.15	-7483111.88	88953	40.7502068508089	-84.1243339741212
OH	Ashland	1662108.1	-3349334.92	40704	40.8340236831761	-82.2851542845912
OH	Ashtabula	3338754.19	-6453101.08	79898	41.7877067010438	-80.766741094896
OH	Athens	1585220.99	-3307876.27	40296	39.339413093111	-82.0894448580504
OH	Auglaize	1565649.47	-3256376.92	38636	40.5230735583394	-84.2834900093177
OH	Belmont	2011531.56	-4063494.5	50249	40.0312754482676	-80.8671714859997
OH	Brown	1228346.56	-2646377.18	31549	38.9345640115376	-83.8814916479128
OH	Butler	11387002.35	-24414625.26	288957	39.4072555778195	-84.4922436902376
OH	Carroll	946797.21	-1892469.09	23328	40.586300154321	-81.1243608539095
OH	Champaign	1296071.52	-2705788.47	32311	40.1123926836062	-83.7420219120423
OH	Clark	4352063.3	-9139495.72	109034	39.9147357704936	-83.8224381385623
OH	Clermont	6730555.2	-14492257.62	172036	39.1229463600642	-84.2396801832175
OH	Clinton	1535302.81	-3267972.63	38977	39.3899686994894	-83.8436162352156
OH	Columbiana	3511496.03	-6949929.74	86104	40.782031380656	-80.7155270370715
OH	Coshocton	1114696.64	-2264941.35	27670	40.2853863389953	-81.8554878930249
OH	Crawford	1512443.77	-3072898.48	37088	40.7798686906816	-82.8542515099224
OH	Cuyahoga	42216235.13	-83208843.45	1018627	41.444253028832	-81.6872549520089
OH	Darke	1773602.74	-3740175.27	44215	40.1131457650119	-84.5906427682913
OH	Defiance	1325981.28	-2711904.24	32117	41.2859631970608	-84.4382800386088
OH	Delaware	5951937.22	-12288688.74	148047	40.2030248502165	-83.0053208778293
OH	Erie	2830497.19	-5644687.44	68342	41.4166572532264	-82.5947066225747
OH	Fairfield	4389460.3	-9119320.33	110338	39.7819454766264	-82.6489543946782
OH	Fayette	833155.01	-1757883.68	21068	39.5459943990887	-83.4385646478071
OH	Franklin	37556795.12	-77940400.74	939232	39.98670735239	-82.9831189099179
OH	Fulton	1214882.36	-2459141.2	29226	41.5685471840142	-84.1422432081024
OH	Gallia	902981.18	-1912617.36	23254	38.8312195751269	-82.2489618990281
OH	Geauga	3138073.58	-6142258.35	75611	41.5028710108318	-81.2349836663977
OH	Greene	6176642.8	-13065012.88	155415	39.7428999774797	-84.0653275423865
OH	Guernsey	1185119.2	-2415943.55	29630	39.9972730340871	-81.537075599055
OH	Hamilton	25613946.4	-55375676.68	655168	39.0952341994725	-84.5213390763896
OH	Hancock	2323811.87	-4737466.95	56636	41.0306495868352	-83.6476260682252
OH	Hardin	919065.66	-1889325.83	22585	40.6936311711313	-83.654010626522
OH	Harrison	441653.89	-888304.1	10960	40.2968877737226	-81.0496441605839
OH	Henry	1004846.2	-2042914	24302	41.3482923216196	-84.0636161632787
OH	Highland	1291258.61	-2749252.79	32896	39.2527544382296	-83.5740755714981
OH	Hocking	818711.03	-1708948.94	20719	39.5149876924562	-82.4822114966939
OH	Holmes	1020893.44	-2062746.31	25180	40.5438220810167	-81.9200281969817
OH	Huron	2584181.44	-5185226.93	62752	41.1808618052014	-82.630464845742
OH	Jackson	982274.24	-2078072.31	25162	39.0380033383674	-82.5877239488117
OH	Jefferson	2182863.86	-4364443.85	54100	40.3486850277264	-80.6736386321627
OH	Knox	1876064.66	-3830367.16	46447	40.3915141989795	-82.4674825069434
OH	Lake	8325920.83	-16240960.79	199730	41.685880088119	-81.3145786311521
OH	Lawrence	1828278.84	-3921657.44	47508	38.4835993937863	-82.5473065588954
OH	Licking	4908611.55	-10110722.49	122544	40.055910938112	-82.506875
OH	Logan	1610526.84	-3341810.93	39887	40.3772366936596	-83.7819572793141
OH	Lorain	9833651.84	-19507204.3	237590	41.3891655372701	-82.1044837745697
OH	Lucas	14400332.73	-28912401.47	345795	41.6441323038216	-83.6113925013375
OH	Madison	1123078.18	-2349425.12	28176	39.8593902612152	-83.3839125496877
OH	Mahoning	7599374.57	-14928580.62	185058	41.0648260004971	-80.6697393249684
OH	Marion	2030645.07	-4160427.35	50048	40.5739504076087	-83.1287434063299
OH	Medina	6132852.36	-12200791.09	149082	41.1374435545539	-81.8394647911888
OH	Meigs	584513.42	-1228128.8	14980	39.0195874499332	-81.9845660881175
OH	Mercer	1412643.1	-2949806.94	34865	40.5175132654525	-84.6065377886132
OH	Miami	3362019.59	-7071677.37	83952	40.0469266962074	-84.2347695111492
OH	Monroe	406241.34	-828017.71	10216	39.765205559906	-81.0510679326547
OH	Montgomery	15368735.06	-32548362.16	386481	39.7658230546909	-84.2172374838608
OH	Morgan	616819.64	-1274036.51	15561	39.6388175567123	-81.8736912794808
OH	Morrow	828722.47	-1695407.3	20465	40.4946235035426	-82.8442365013438
OH	Muskingum	2705278.22	-5549384.86	67679	39.972195511163	-81.9956686712274
OH	Noble	376372.1	-771021.37	9464	39.7688186813187	-81.4688683431953
OH	Ottawa	1376333.48	-2754113.25	33157	41.5095901317972	-83.0627997104684
OH	Paulding	622316.27	-1280272.4	15134	41.1204090128188	-84.5957711114048
OH	Perry	1179454.53	-2438852.93	29650	39.779242158516	-82.2547362563238
OH	Pickaway	1590233.62	-3327767.61	40093	39.6636225775073	-83.0012124310977
OH	Pike	731973.06	-1553448.54	18725	39.0906841121495	-82.9612037383178
OH	Portage	5477411.84	-10811007.31	133022	41.1767364796801	-81.2723257055224
OH	Preble	1350245.51	-2874425.49	33967	39.7516857538199	-84.6240612947861
OH	Putnam	1263529.99	-2592140.09	30821	40.9957493267577	-84.103049544142
OH	Richland	4002740.4	-8104304.71	98195	40.7631793879525	-82.532763480829
OH	Ross	2156172.96	-4550252.64	54809	39.3397609881589	-83.0201725993906
OH	Sandusky	1885076.78	-3789337.8	45589	41.3493777007612	-83.1195639298954
OH	Scioto	2164605.83	-4630496.89	55825	38.774846932378	-82.9466527541424
OH	Seneca	2072995.48	-4195134	50408	41.1243350261863	-83.223575622917
OH	Shelby	1577343.51	-3294258.33	39131	40.3093074544479	-84.1853857555391
OH	Stark	12338929.09	-24601960.1	302333	40.8123793631525	-81.3737173910886
OH	Summit	18288992.69	-36252687.85	444794	41.1178943286105	-81.5044444169661
OH	Trumbull	6879353.68	-13473679.39	166844	41.2322509649733	-80.7561517944906
OH	Tuscarawas	3176116.21	-6392726.38	78467	40.4770949571157	-81.4702534823556
OH	Union	1812634.77	-3755792.74	45061	40.2262437584608	-83.3490765850736
OH	Van Wert	814819.19	-1687469.88	19947	40.8492099062516	-84.5976778462927
OH	Vinton	342975.9	-721418.32	8742	39.2331159917639	-82.5232578357355
OH	Warren	6538974.16	-13971169.67	165858	39.4251357185062	-84.2357297808969
OH	Washington	1881692.35	-3892748.13	47764	39.3956190855037	-81.4996258688552
OH	Wayne	3951062.97	-7919410.38	96733	40.8450370607755	-81.8687560604964
OH	Williams	1362400.65	-2774692.53	32811	41.522679893938	-84.565923927951
OH	Wood	3902991.81	-7868609.68	94133	41.4625244069561	-83.5903421754326
OH	Wyandot	827435.51	-1685813.64	20242	40.8771618417152	-83.2829582057109
OK	Adair	588408.67	-1551810.99	16401	35.8763898542772	-94.6168520212182
OK	Alfalfa	77286.3	-207083.5	2106	36.6981481481481	-98.3302469135802
OK	Atoka	297931.71	-833250.27	8669	34.3674829853501	-96.1183838966432
OK	Beaver	203641.17	-555610.69	5534	36.7981875677629	-100.39947415974
OK	Beckham	583015.81	-1640310.57	16488	35.3600078845221	-99.485114628821
OK	Blaine	271183.62	-743372.63	7554	35.8993407466243	-98.4078144029653
OK	Bryan	978466.4	-2776031.6	28803	33.9709891330764	-96.3799465333472
OK	Caddo	688188.48	-1928468.79	19611	35.0919626740095	-98.3360761817347
OK	Canadian	3087119.94	-8503019.54	86955	35.5025006037606	-97.7864359726295
OK	Carter	1261555.24	-3585138.66	36892	34.1959026347175	-97.1792979507752
OK	Cherokee	1046298.2	-2769265.61	29152	35.8911292535675	-94.9940179061471
OK	Choctaw	347566.14	-976276.24	10218	34.0150851438638	-95.5447484830691
OK	Cimarron	51568.92	-143924.04	1404	36.73	-102.51
OK	Cleveland	6360266.16	-17540359.41	180072	35.3206837265094	-97.4074781753965
OK	Coal	124969.93	-348208.95	3618	34.5411636263129	-96.2434908789387
OK	Comanche	2967768.13	-8437490.61	85731	34.6172111604904	-98.4181989012142
OK	Cotton	146676.63	-420263.47	4275	34.3103228070175	-98.3072444444444
OK	Craig	462944.31	-1201494.52	12629	36.657242061921	-95.1377401219416
OK	Creek	1865603.46	-4988548.62	51852	35.9793925017357	-96.20744850729
OK	Custer	699091.76	-1943954.93	19672	35.5374013826759	-98.8183677307849
OK	Delaware	1079867.31	-2806735.22	29602	36.4795388825079	-94.815729342612
OK	Dewey	124106.38	-341139.17	3441	36.0669514675966	-99.1395437372857
OK	Ellis	120198.15	-330781.15	3315	36.2588687782805	-99.7831523378582
OK	Garfield	1688429.57	-4539952.98	46393	36.3940588019744	-97.8585773715862
OK	Garvin	810906.19	-2271108.87	23342	34.7402189186873	-97.297098363465
OK	Grady	1159491.39	-3232737.04	33025	35.1095046177139	-97.8875712339137
OK	Grant	93663.09	-249185.51	2550	36.7306235294118	-97.7198078431373
OK	Greer	124746.74	-355587.57	3575	34.894193006993	-99.4650545454546
OK	Harmon	60828.72	-175242.14	1754	34.68	-99.91
OK	Harper	47142.4	-127513.6	1280	36.83	-99.62
OK	Haskell	315322.45	-851042.15	8951	35.2276226119987	-95.0778851524969
OK	Hughes	317991.79	-872472.81	9061	35.0945579958062	-96.288799249531
OK	Jackson	672447.63	-1927542.77	19407	34.6497464832277	-99.3220368939043
OK	Jefferson	138505.62	-396812.34	4056	34.1483284023669	-97.8334171597633
OK	Johnston	230215.52	-649423.92	6720	34.2582619047619	-96.6404642857143
OK	Kay	1414338.76	-3737917.77	38491	36.7446613494064	-97.1114746304331
OK	Kingfisher	463138.34	-1263418.54	12906	35.8855059662173	-97.8938896637223
OK	Kiowa	213357.71	-604433.46	6104	34.95375327654	-99.0225196592399
OK	Latimer	214405.68	-584821.46	6140	34.9194918566775	-95.2477947882736
OK	Le Flore	1261069.6	-3403943.56	35966	35.0628260023355	-94.6433731857866
OK	Lincoln	846961.13	-2300656.8	23757	35.6510135959928	-96.8412173254199
OK	Logan	739115.26	-2007398.85	20604	35.8724160357212	-97.4276281304601
OK	Love	230611	-660487.62	6799	33.9183703485807	-97.1448183556405
OK	Major	171120.92	-463766.93	4713	36.3082792276681	-98.4016401442818
OK	Marshall	366969.14	-1042735.46	10778	34.0479810725552	-96.7466561514196
